Epoch,Loss,Recall,Time
0,1775759600.0,0.04005264780473375,0:00:34.614923
1,1684662500.0,0.06791830117980718,0:00:33.281775
2,1590366600.0,0.07449617196924417,0:00:33.754061
3,1493034800.0,0.0737483693154968,0:00:33.882512
4,1401238400.0,0.09026034392568454,0:00:33.605142
5,1300142600.0,0.07995997904302214,0:00:33.409157
6,1200390900.0,0.07985840384070356,0:00:33.300282
7,1091825400.0,0.0873192203211551,0:00:33.463410
8,987112000.0,0.08432317572257395,0:00:33.394752
9,884218300.0,0.0818882640955666,0:00:35.039639
10,782663900.0,0.08524669642081538,0:00:33.791611
11,693506560.0,0.08452235131111113,0:00:32.866915
12,611751940.0,0.08150972964076897,0:00:32.897714
13,532417060.0,0.08100304285753725,0:00:32.691642
14,462754530.0,0.08159381923421558,0:00:32.962555
