Epoch,Loss,Recall,Time
0,12076.049,0.04267917758452504,0:00:35.264255
1,5796.989,0.1174086419268799,0:00:34.307477
2,4316.4673,0.10508027020904309,0:00:34.696793
3,3601.4595,0.09275181055885005,0:00:34.042823
4,3402.0989,0.11117276309047591,0:00:33.903195
5,3354.3274,0.09615096991018901,0:00:34.758484
6,3290.719,0.11246917484799646,0:00:34.300592
7,3259.8162,0.09889370639406228,0:00:33.980046
8,3193.8594,0.11403993835272404,0:00:33.664872
9,3179.6423,0.10180226740231464,0:00:33.785037
10,3131.1409,0.11474251647219082,0:00:34.437256
11,3091.9358,0.10461223359657117,0:00:33.431244
12,3049.6184,0.11598390443109353,0:00:33.410638
13,3021.4458,0.10514102752609303,0:00:33.832534
14,2975.5266,0.11609060516663648,0:00:33.473724
