Epoch,Loss,Recall,Time
0,9769944.0,0.038105635561086086,0:00:36.859029
1,9629654.0,0.08752223705124479,0:00:34.904311
2,9483637.0,0.08544021253624157,0:00:35.157983
3,9341014.0,0.07864976899072859,0:00:34.737905
4,9198315.0,0.0809904694587838,0:00:34.014197
5,9053604.0,0.09453798665507136,0:00:34.870718
6,8896070.0,0.09500757868902866,0:00:34.703480
7,8749404.0,0.09218803069545456,0:00:34.751614
8,8599623.0,0.08892288764984012,0:00:35.057099
9,8451701.0,0.09897699120860634,0:00:34.755203
10,8303215.0,0.09218668414216982,0:00:34.738202
11,8152721.0,0.09339578206828145,0:00:34.822399
12,8020885.5,0.08746861065654714,0:00:34.471534
13,7894356.5,0.09638186429218283,0:00:34.233495
14,7783402.5,0.08850091802156593,0:00:34.428278
