Epoch,Loss,Recall,Time
0,123423840.0,0.043483903818383865,0:00:32.576961
1,10707403.0,0.09778185762446116,0:00:32.711099
2,2270769.0,0.09827322998485608,0:00:32.649912
3,1206639.1,0.09685997569084398,0:00:31.725553
4,941661.2,0.1070482707680053,0:00:32.494005
5,749523.94,0.10984320446360687,0:00:32.268961
6,671682.75,0.10723728361138447,0:00:32.646717
7,546187.56,0.10991931726977336,0:00:32.416283
8,547236.1,0.10669014653858566,0:00:32.202150
9,443579.16,0.11647499486850117,0:00:32.457792
10,450239.03,0.1077140215501396,0:00:32.423999
11,364217.0,0.11739390718922106,0:00:32.031248
12,398831.8,0.10889970268936815,0:00:33.119571
13,324208.16,0.11620066565221022,0:00:32.744146
14,366224.53,0.10078954402490449,0:00:32.545678
