Epoch,Loss,Recall,Time
0,17671248000.0,0.035306008038081996,0:00:34.206452
1,16822281000.0,0.0743405208202189,0:00:34.385269
2,15937486000.0,0.07865703827791073,0:00:36.647587
3,15079544000.0,0.07921962495868515,0:00:35.630972
4,14227572000.0,0.08489192151126586,0:00:35.033960
5,13302885000.0,0.0906179632437254,0:00:36.676510
6,12400530000.0,0.08197432170863929,0:00:36.154133
7,11488284000.0,0.0860477934314488,0:00:36.807733
8,10470765000.0,0.08707392738782994,0:00:40.079922
9,9531318000.0,0.08859753249727839,0:00:37.394984
10,8608901000.0,0.08427712746225785,0:00:36.305077
11,7717667000.0,0.08911221725509122,0:00:44.491042
12,6805009400.0,0.08332307870604638,0:00:34.084661
13,6056316000.0,0.08391831656386456,0:00:34.114912
14,5369432600.0,0.07915211874658261,0:00:34.348318
