Epoch,Loss,Recall,Time
0,64026.03,0.04320985659760758,0:00:34.557573
1,10912.952,0.11938212707064058,0:00:33.512314
2,3820.5212,0.10226698086034412,0:00:33.791594
3,1425.2596,0.08988318666591837,0:00:33.950199
4,681.95715,0.1079323758205184,0:00:33.006151
5,787.83496,0.09916732102383079,0:00:32.940631
6,549.3667,0.11015796707839594,0:00:32.943056
7,613.6559,0.10865560381122656,0:00:33.186577
8,496.60693,0.11517598721661523,0:00:33.050425
9,513.0989,0.11600029445354075,0:00:33.513486
10,462.30634,0.11715416289610688,0:00:33.346113
11,467.02994,0.11766350553375332,0:00:33.196870
12,433.72443,0.11645998863901996,0:00:33.123248
13,424.7691,0.11607283418644256,0:00:32.947661
14,408.00742,0.11579661627882476,0:00:32.797430
