Epoch,Loss,Recall,Time
0,1685950.9,0.03597067144687702,0:00:34.612402
1,892852.1,0.09194658320222965,0:00:34.713997
2,585567.0,0.11899937522930111,0:00:34.356583
3,483796.25,0.1003656541444261,0:00:34.459037
4,335822.72,0.11960601294267623,0:00:34.161412
5,378768.44,0.10136960630676344,0:00:34.275506
6,301060.72,0.11801311663814099,0:00:34.362850
7,285716.97,0.10563132526940953,0:00:33.755061
8,276619.06,0.11396155895731207,0:00:34.106503
9,249231.94,0.10860465646538138,0:00:34.360310
10,227614.16,0.11357203059930406,0:00:34.247363
11,240673.6,0.10848174277701082,0:00:33.930366
12,222358.31,0.11111122151977074,0:00:35.062889
13,219261.94,0.10915331970622563,0:00:34.913017
14,193404.61,0.10925698921206711,0:00:34.802936
