Epoch,Loss,Recall,Time
0,183981980.0,0.04282758653206559,0:00:34.789307
1,175586000.0,0.08458992752284934,0:00:33.212030
2,166980460.0,0.08370103264403032,0:00:33.380241
3,158140340.0,0.07917594120201392,0:00:33.642653
4,149189680.0,0.0824401133210885,0:00:33.393389
5,140251580.0,0.09392587238010833,0:00:34.988527
6,131870690.0,0.09616546697042164,0:00:33.148702
7,121948290.0,0.09297359460121858,0:00:33.401916
8,112597510.0,0.09412642633047344,0:00:33.725755
9,104145900.0,0.09756970481231393,0:00:33.611700
10,94685576.0,0.1004927534687491,0:00:33.938519
11,85852960.0,0.09526821473313146,0:00:33.289289
12,76710880.0,0.09698627336755139,0:00:33.613355
13,70389380.0,0.0965340558860168,0:00:33.032360
14,62045040.0,0.09837741443187736,0:00:33.530797
