Epoch,Loss,Recall,Time
0,3682.1152,0.042410262325627314,0:00:33.829493
1,2103.7434,0.11720885568776993,0:00:32.867067
2,1796.6788,0.10373423610768107,0:00:33.448513
3,1674.0518,0.0760716534938637,0:00:33.017665
4,1417.2017,0.09990279272806625,0:00:32.656632
5,1452.0975,0.08106261361709025,0:00:32.934886
6,1264.848,0.09921440349399618,0:00:32.850112
7,1334.3868,0.08542858614457118,0:00:33.255030
8,1181.0374,0.09996225981513228,0:00:32.878038
9,1256.8466,0.08717898870127747,0:00:32.613746
10,1119.7264,0.10034696960624283,0:00:32.481101
11,1215.3816,0.08805952228447105,0:00:32.155969
12,1085.0669,0.10167507697991185,0:00:32.602774
13,1183.6229,0.08864734605946184,0:00:32.434269
14,1065.3192,0.10291829509279195,0:00:33.028592
