Epoch,Loss,Recall,Time
0,681952500.0,0.040788109793103294,0:00:34.405867
1,92121080.0,0.07843994609335059,0:00:34.401295
2,27273350.0,0.0881167390567368,0:00:33.599916
3,15448777.0,0.08118196748838911,0:00:33.053949
4,13184781.0,0.10266983180985416,0:00:32.368921
5,11925213.0,0.08999090301381187,0:00:32.059006
6,10553035.0,0.10056337039910987,0:00:32.672255
7,8915855.0,0.08837116837800511,0:00:32.767633
8,8618134.0,0.10247854080164416,0:00:32.627267
9,7290254.0,0.08946140367083537,0:00:32.867921
10,6364178.5,0.10209201980465969,0:00:32.741106
11,5936538.0,0.08679437202830952,0:00:33.452813
12,4814500.0,0.10157854381846619,0:00:33.386867
13,4420429.0,0.08662575008990335,0:00:32.901271
14,3915419.8,0.10107555067743332,0:00:32.617095
