Epoch,Loss,Recall,Time
0,77829.52,0.041979764352226126,0:00:38.458116
1,22006.387,0.11815880150363671,0:00:37.136639
2,16503.02,0.10618633812718484,0:00:37.484676
3,15018.568,0.0862313014086402,0:00:37.213439
4,12958.408,0.11278444065530593,0:00:36.799484
5,13494.851,0.08811642996724108,0:00:36.325810
6,12076.787,0.11304889378033571,0:00:36.135323
7,12548.405,0.08917599994921942,0:00:36.554186
8,11475.666,0.11276191040133818,0:00:36.567123
9,11917.555,0.08939848426320716,0:00:36.453472
10,11012.247,0.1131704212721361,0:00:36.220095
11,11441.926,0.09035393609819614,0:00:36.187185
12,10673.152,0.11267325104877368,0:00:35.869069
13,11104.134,0.0900789326086476,0:00:36.229040
14,10462.102,0.11264282844949024,0:00:36.771631
