Epoch,Loss,Recall,Time
0,1229.7336,0.04280224034021984,0:00:36.486342
1,608.91656,0.11526731277544629,0:00:35.110445
2,443.63614,0.10475311615564467,0:00:35.589495
3,371.4255,0.09176690060563818,0:00:34.961439
4,344.25604,0.11494513927270636,0:00:34.995582
5,342.22177,0.09507492986424827,0:00:35.541920
6,331.97256,0.11563522860275907,0:00:35.630667
7,330.0133,0.09665584501425033,0:00:35.085117
8,323.2793,0.11606635772956705,0:00:35.268643
9,319.92575,0.09738827943374447,0:00:34.808873
10,316.52542,0.11592993256763706,0:00:34.909638
11,312.2476,0.09793123896056913,0:00:35.032240
12,307.3281,0.11630394954181865,0:00:34.473768
13,304.40128,0.09769336083595866,0:00:35.051223
14,299.56784,0.11560155026249057,0:00:34.586467
