Epoch,Loss,Recall,Time
0,184135570.0,0.03928737648558427,0:00:34.625020
1,175292270.0,0.07296947847977521,0:00:33.763933
2,166226800.0,0.07023714018228468,0:00:33.348272
3,157110270.0,0.06808405667486148,0:00:33.735697
4,147931900.0,0.08663084285398348,0:00:33.612613
5,137960880.0,0.07879842541645242,0:00:33.828466
6,129077944.0,0.08243425204957967,0:00:33.251320
7,118682900.0,0.08010269075857056,0:00:32.805296
8,109211170.0,0.08313917293698113,0:00:33.312962
9,99581300.0,0.07522030438402559,0:00:33.281349
10,90006664.0,0.08053821644570056,0:00:33.191084
11,80078190.0,0.07523690965448769,0:00:33.749036
12,72026090.0,0.07444581097549585,0:00:33.019090
13,64163310.0,0.0699077412062106,0:00:33.531983
14,58576800.0,0.06924309282540057,0:00:33.026417
