Epoch,Loss,Recall,Time
0,64645.54,0.04283410323230542,0:00:34.486741
1,9828.456,0.11696193416731523,0:00:33.613038
2,3779.4014,0.10529482202109205,0:00:34.175573
3,2108.1973,0.08905718662203566,0:00:33.696848
4,1095.9801,0.11062387054939256,0:00:33.600106
5,1318.3718,0.09437153234250502,0:00:33.568192
6,955.4687,0.11045533236273274,0:00:33.124347
7,1068.1697,0.09867858776992999,0:00:33.403632
8,896.79114,0.11375715119847339,0:00:33.500363
9,942.3339,0.10375865581594297,0:00:33.577165
10,850.3083,0.11635239081846224,0:00:33.175243
11,866.5337,0.11103142813010185,0:00:32.878033
12,818.60815,0.11696508858860524,0:00:33.724829
13,820.0417,0.11587803224292925,0:00:33.395598
14,787.882,0.11581426744463824,0:00:33.683875
