Epoch,Loss,Recall,Time
0,206990.62,0.04129292861642416,0:00:32.584187
1,121977.46,0.10143531825765342,0:00:32.760151
2,91150.9,0.12126303628151597,0:00:32.667217
3,80249.69,0.10772890128594481,0:00:32.732348
4,70551.25,0.12296231219634424,0:00:32.764324
5,68085.64,0.11069237382049545,0:00:33.096056
6,63069.47,0.12314408526104224,0:00:32.150585
7,62655.273,0.11165772214350457,0:00:32.058548
8,60944.22,0.12048947109122281,0:00:31.823931
9,57337.137,0.11300954736194975,0:00:32.432402
10,58658.707,0.11662832145733863,0:00:32.153707
11,56895.54,0.11400932917968977,0:00:32.658565
12,55724.523,0.1147975889677698,0:00:32.094672
13,54916.902,0.11321815306601478,0:00:32.727148
14,55371.594,0.11200060375283365,0:00:32.643285
