Epoch,Loss,Recall,Time
0,956.6785,0.04282038056426233,0:00:33.666091
1,324.83853,0.11817497384998459,0:00:32.904395
2,248.46725,0.11036735642290357,0:00:33.376106
3,230.4172,0.08278146212270067,0:00:33.484092
4,212.0291,0.11560883462439547,0:00:32.789277
5,211.19131,0.08174481370616343,0:00:32.700513
6,196.59459,0.11443977603107143,0:00:32.933887
7,195.62529,0.07852337978126475,0:00:32.467139
8,183.14337,0.11505404966342773,0:00:32.939886
9,183.15146,0.07519733459948534,0:00:32.584810
10,172.15503,0.11472047309058803,0:00:32.738397
11,173.11963,0.07085804404168564,0:00:32.731432
12,163.44373,0.11465620813421684,0:00:32.574849
13,164.08243,0.06807887177104587,0:00:32.550915
14,155.42795,0.11398614080940803,0:00:32.641671
