Epoch,Loss,Recall,Time
0,12976.967,0.04264262298791775,0:00:35.375357
1,5601.89,0.11847019902613132,0:00:33.695883
2,5192.8335,0.11819369975472858,0:00:33.865894
3,5480.4536,0.0672456177720048,0:00:33.223268
4,4977.0186,0.1195700383513111,0:00:33.710322
5,5311.05,0.08717951443604911,0:00:33.690847
6,5020.696,0.11173708557264832,0:00:34.334362
7,5238.809,0.09256277097767802,0:00:34.135017
8,5023.6094,0.11133185061041151,0:00:34.102611
9,5189.4893,0.094922471734054,0:00:33.792556
10,5029.7153,0.10831398718397162,0:00:33.980063
11,5149.151,0.09606204970209443,0:00:34.077615
12,5050.152,0.10623249118515105,0:00:33.525852
13,5150.64,0.09687914528144087,0:00:33.290015
14,5082.908,0.10400490058695654,0:00:33.648494
