Epoch,Loss,Recall,Time
0,1734129.0,0.04333134091063106,0:00:33.873192
1,700852.2,0.0879437302031473,0:00:34.579756
2,463340.94,0.11835601001914615,0:00:39.358137
3,332296.94,0.09673907580398748,0:00:36.399495
4,250910.58,0.11947581067950423,0:00:36.785811
5,209343.98,0.10219283359052725,0:00:35.176308
6,177698.69,0.11410532567428237,0:00:33.448807
7,155371.03,0.10487257899463322,0:00:33.431213
8,141484.92,0.11382511838182625,0:00:33.397368
9,129724.4,0.10483315599663959,0:00:33.951287
10,122443.03,0.10804458602251746,0:00:33.422493
11,114136.19,0.10438777275362014,0:00:34.348046
12,111983.27,0.10338295071355413,0:00:34.150144
13,100327.48,0.10424540159515022,0:00:33.817261
14,99454.73,0.10646398802570822,0:00:33.556128
