Epoch,Loss,Recall,Time
0,1777920800.0,0.03916813806673975,0:00:34.413597
1,1696908200.0,0.08228389534312995,0:00:31.748948
2,1605867900.0,0.07676645532082157,0:00:31.865874
3,1523231400.0,0.07093245452805558,0:00:32.014186
4,1438436100.0,0.09306417639493042,0:00:32.259220
5,1341205500.0,0.08139379646755582,0:00:32.050624
6,1251573000.0,0.08628995674413834,0:00:32.402121
7,1147859300.0,0.08392969434477243,0:00:32.006236
8,1061253100.0,0.0863041546091856,0:00:32.051677
9,964539260.0,0.0831414568510246,0:00:32.128399
10,866189800.0,0.08243092876208616,0:00:32.274054
11,778277060.0,0.08078911945072781,0:00:31.560309
12,682717000.0,0.0834206617127608,0:00:31.213869
13,609140300.0,0.07465471201820621,0:00:31.905932
14,538421250.0,0.07766905895954573,0:00:31.919881
