Epoch,Loss,Recall,Time
0,2015.1597,0.04258808307655103,0:00:33.920249
1,1153.0023,0.11669116052451886,0:00:33.536277
2,1021.11346,0.11609143805008969,0:00:33.097441
3,1069.6083,0.06220000753274846,0:00:32.345463
4,887.792,0.1179025888099957,0:00:32.857109
5,977.4597,0.06691833325746183,0:00:32.794249
6,849.11584,0.11793101818504549,0:00:32.651642
7,921.7903,0.0708154589554595,0:00:32.710487
8,835.7401,0.11812653628642765,0:00:32.644663
9,881.4132,0.0769664319780333,0:00:32.604769
10,834.74817,0.11722900212324734,0:00:32.452178
11,853.3746,0.08712082409951903,0:00:32.334492
12,837.31104,0.11283053185353412,0:00:32.700498
13,830.9389,0.09542939643430491,0:00:32.775351
14,836.36346,0.11195929525922614,0:00:32.717438
