Epoch,Loss,Recall,Time
0,183934050.0,0.041476362995051246,0:00:34.232611
1,175260510.0,0.09228121580686685,0:00:33.308433
2,166592820.0,0.08170671993747418,0:00:33.027301
3,157736480.0,0.0812412427877326,0:00:32.810274
4,148534510.0,0.08166555363357597,0:00:32.458104
5,139390880.0,0.0889321575310444,0:00:33.450731
6,130343140.0,0.08985814299071655,0:00:32.648833
7,120616320.0,0.08935262204178389,0:00:32.816773
8,111062450.0,0.08741699108968211,0:00:32.571639
9,101983176.0,0.09019970441143202,0:00:32.893536
10,91913460.0,0.0950791752044794,0:00:32.720657
11,81900936.0,0.09240184193094342,0:00:33.051586
12,73794720.0,0.09516335189680039,0:00:33.046071
13,65017492.0,0.0922996750528826,0:00:32.908901
14,58739144.0,0.09562522136771771,0:00:32.947890
