Epoch,Loss,Recall,Time
0,25819942.0,0.04204462607672304,0:00:34.552119
1,24856104.0,0.07635047965453873,0:00:33.437809
2,23970510.0,0.07718663505862468,0:00:33.403161
3,23016228.0,0.07317782625813488,0:00:32.995659
4,22074416.0,0.0882530393583269,0:00:32.477444
5,21064346.0,0.08578611149457986,0:00:33.066313
6,20079058.0,0.08471441753448385,0:00:33.300548
7,19127710.0,0.08316247316689729,0:00:32.805940
8,18049698.0,0.09017214278898851,0:00:34.207057
9,17113864.0,0.08374133176481577,0:00:33.007862
10,15928645.0,0.0857696352645187,0:00:33.118165
11,15026250.0,0.07881895917580728,0:00:32.672279
12,14122904.0,0.08530045604333977,0:00:32.854001
13,13323643.0,0.07788153866786915,0:00:32.702037
14,12508729.0,0.08246493885695375,0:00:32.469470
