Epoch,Loss,Recall,Time
0,6970.5786,0.042772107762890026,0:00:33.666057
1,1368.3506,0.1182713562556835,0:00:33.051715
2,684.86633,0.1056080333982969,0:00:33.298142
3,426.45715,0.08874403867958561,0:00:33.171276
4,359.4259,0.11244361580408796,0:00:33.174805
5,367.56,0.09729139444404517,0:00:32.956394
6,343.51205,0.11565936541208104,0:00:32.920230
7,344.84854,0.10498986285515648,0:00:32.735250
8,332.1663,0.11751772116144915,0:00:31.827124
9,330.43643,0.11388715743014574,0:00:32.537820
10,322.09103,0.1180696202852966,0:00:32.878588
11,319.30197,0.117531852303768,0:00:32.933246
12,312.59747,0.1171144012625673,0:00:32.896407
13,309.1973,0.11648587541013077,0:00:32.492695
14,305.35477,0.11638275799442267,0:00:32.606502
