Epoch,Loss,Recall,Time
0,25841004.0,0.04358416887941275,0:00:33.697610
1,24944752.0,0.07626984564082272,0:00:33.440348
2,24030652.0,0.08244483289727392,0:00:33.412608
3,23134456.0,0.06615737478320659,0:00:33.585478
4,22168906.0,0.0965652876162165,0:00:33.052900
5,21181428.0,0.0784334060721637,0:00:33.561123
6,20167080.0,0.08527441726560873,0:00:33.893317
7,19130750.0,0.0769801074809387,0:00:33.680955
8,18157720.0,0.09360274761696868,0:00:33.743394
9,17104272.0,0.08087855723107384,0:00:33.592658
10,16098711.0,0.08640547390444914,0:00:33.964235
11,15050437.0,0.08004198653901834,0:00:33.413004
12,14212237.0,0.08804748173536797,0:00:33.429889
13,13311303.0,0.08536071564050567,0:00:33.352495
14,12515725.0,0.08324444160864929,0:00:33.600535
