Epoch,Loss,Recall,Time
0,7608116.0,0.04032723262054371,0:00:35.514455
1,1797650.2,0.0828134009739523,0:00:33.975501
2,1048278.3,0.0839589026637345,0:00:33.855131
3,899362.4,0.08247702575481618,0:00:34.110298
4,860123.94,0.09399526930296864,0:00:33.766988
5,777798.1,0.08739738925560182,0:00:33.463858
6,768159.4,0.09620319194285147,0:00:33.599252
7,714726.6,0.08806377449748103,0:00:33.843150
8,712492.44,0.09627880788461708,0:00:33.768736
9,632024.94,0.09008940078454075,0:00:33.867981
10,616427.1,0.09244008342345567,0:00:33.498872
11,569055.9,0.0852954337375844,0:00:33.550898
12,567190.44,0.0880045568275055,0:00:33.322574
13,524701.3,0.08548366532105053,0:00:34.015767
14,519570.78,0.0788874948002584,0:00:34.115227
