Epoch,Loss,Recall,Time
0,12314.225,0.0429613902073878,0:00:33.896719
1,6092.759,0.11837813449127799,0:00:33.050955
2,4420.9604,0.10704378071855797,0:00:33.761637
3,3717.3098,0.09566452246984838,0:00:33.369158
4,3462.5488,0.11394122643576093,0:00:33.239181
5,3428.7695,0.09708506009620792,0:00:33.276728
6,3324.2231,0.11502771337027352,0:00:33.258849
7,3305.4546,0.09764520455459516,0:00:33.195640
8,3235.6685,0.11656921680832372,0:00:32.359975
9,3203.8938,0.09881940845525414,0:00:32.905576
10,3154.1958,0.11721044791412004,0:00:32.927191
11,3124.6484,0.09911076102455729,0:00:32.498776
12,3081.3628,0.11670209256761925,0:00:32.891366
13,3035.9736,0.09873011923934367,0:00:32.663647
14,2992.1494,0.11665438067517397,0:00:32.561753
