Epoch,Loss,Recall,Time
0,12987.376,0.042450323634949244,0:00:36.896723
1,5671.0415,0.11805959942891037,0:00:35.390329
2,5140.715,0.11860167356826573,0:00:35.368556
3,5700.7017,0.06852269112693722,0:00:35.287793
4,4975.6587,0.12032577562537383,0:00:34.424839
5,5579.264,0.08496571232620279,0:00:34.947872
6,5055.205,0.1138197619089737,0:00:35.220807
7,5551.965,0.09404544613193841,0:00:35.228090
8,5061.021,0.11166452014431798,0:00:35.066930
9,5459.961,0.09694660271381947,0:00:35.254111
10,5074.319,0.10969749097644214,0:00:35.029472
11,5397.3794,0.09800239072374789,0:00:35.320949
12,5069.2847,0.10769932543839528,0:00:34.941385
13,5377.0312,0.09803391543885151,0:00:34.530057
14,5110.66,0.10508086384355861,0:00:35.334752
