Epoch,Loss,Recall,Time
0,6610.022,0.042413573619593956,0:00:33.881820
1,1063.5701,0.11867430518011382,0:00:33.164766
2,510.18365,0.10171463215081578,0:00:33.347591
3,306.54202,0.08858634105395904,0:00:32.750457
4,243.77434,0.10787506094485418,0:00:33.266185
5,251.14648,0.09673856962506124,0:00:32.784651
6,224.92398,0.1099646596191181,0:00:32.623132
7,224.79478,0.10645521109964082,0:00:32.831361
8,209.52574,0.11544815131474595,0:00:32.983608
9,207.27289,0.11347093798010423,0:00:32.775772
10,196.55847,0.11751886711092806,0:00:32.627338
11,192.66626,0.11706077559132833,0:00:33.133497
12,185.75049,0.1173124500132526,0:00:32.621997
13,182.00629,0.11678819552433813,0:00:32.143712
14,177.02438,0.11620140022575896,0:00:32.381044
