Epoch,Loss,Recall,Time
0,772.3374,0.04284881263478355,0:00:36.800544
1,216.1147,0.11725143164385571,0:00:35.172899
2,164.41699,0.1054430141202773,0:00:35.453147
3,150.0119,0.0828834911470993,0:00:35.604745
4,128.578,0.11347418616006097,0:00:34.953500
5,134.6846,0.0852621583321837,0:00:35.112063
6,120.63961,0.11277649417658127,0:00:34.740062
7,125.19702,0.08693545427446062,0:00:35.032308
8,114.16071,0.11234508165938298,0:00:34.816868
9,119.03131,0.08722938024989155,0:00:34.457811
10,109.708595,0.11232176936971558,0:00:34.780948
11,114.81815,0.08869043102338435,0:00:34.751029
12,106.75845,0.11205079845695728,0:00:34.539603
13,110.51893,0.08926566833523898,0:00:34.852756
14,103.88303,0.11168002532602296,0:00:34.590457
